log_row,log_esb
892,"[4.572, 4.572, 4.572, 4.572, 4.572, 4.572, 4.572, 4.572, 4.572, 3.899]"
4628,[2.072]
3323,"[2.844, 2.844, 2.844, 1.739, 2.844, 1.739, 2.844, 2.844, 2.844, 2.844]"
724,"[4.533, 4.533, 4.533, 4.533, 4.533, 4.533, 4.533, 4.533, 4.039, 4.533]"
2749,[5.7]
3702,[2.494]
777,"[1.661, 1.661, 1.661, 1.661, 1.661, 1.661, 1.661, 1.661, 1.661, 1.661]"
4229,"[6.716, 5.508]"
2052,[6.533]
157,"[4.872, 4.958, 5.463, 5.463, 5.463, 5.463, 5.463, 5.463, 5.463, 5.463]"
4595,[0.623]
4822,"[1.723, 1.723, 1.723, 1.298, 1.298, 1.298, 1.298, 1.298, 1.298, 1.298]"
3636,"[7.91, 7.91, 7.91, 8.877, 7.91, 7.91, 7.91, 7.91, 7.91, 6.328]"
3636,"[7.91, 7.91, 7.91, 8.877, 7.91, 7.91, 7.91, 7.91, 7.91, 6.328]"
4976,"[2.827, 2.827, 2.827, 2.827, 2.827, 2.827, 2.827, 2.827, 2.827, 2.827]"
1755,"[1.21, 1.04]"
905,"[0.521, 0.521, 0.521, 0.521, 0.521, 0.521, 0.522, 0.521, 0.521, 0.521]"
2577,"[0.64, 0.64, 0.64, 0.64, 0.64, 0.64, 0.64, 0.64, 0.64, 0.64]"
1821,"[2.694, 2.694, 2.694, 2.694, 2.694, 2.694, 2.694, 2.694, 2.694, 2.694]"
1244,[6.17]
3806,"[2.062, 1.687, 1.687, 1.687, 1.687, 1.687, 1.687, 1.687, 1.687, 1.687]"
872,"[1.579, 1.421, 1.579, 1.579, 1.579, 1.579, 1.579, 1.579, 1.323]"
3082,[6.602]
4266,[0.414]
283,"[2.134, 1.754]"
3002,"[2.649, 2.649, 2.649, 2.649, 2.649, 2.153, 2.649, 2.649, 2.649, 2.649]"
3631,[4.531]
3434,"[1.559, 1.559, 1.559, 1.559, 1.559, 1.559, 1.559, 1.559, 1.559, 1.559]"
4804,"[1.459, 1.459, 1.459, 1.459, 1.459, 1.459, 1.459, 1.459, 1.459, 1.459]"
3702,[2.494]
3104,"[1.751, 1.364]"
3975,[6.003]
