LAM,D,N_0,N_n,esb,p_id
18.064,16.16,18.249,5,"[0.75011, 0.94436, 0.97903, 1.0352]","[9.3028e-14, 0.0023177, 0.17026, 0.29057]"
1.29,27.91,12.894,15,"[1.1712, 1.2641, 1.368, 1.4635]","[0.8828, 0.93492, 0.95325, 0.96292]"
2.421,21.25,12.22,14,"[1.2248, 1.2375, 1.3422, 1.456]","[0.77299, 0.87004, 0.90327, 0.92044]"
15.424,35.33,19.072,9,"[3.5968, 4.134, 4.0347, 4.2123]","[1.3896e-10, 0.076925, 0.2766, 0.37712]"
3.439,21.37,9.642,19,"[2.5781, 2.1259, 2.2092, 2.3791]","[0.66709, 0.80494, 0.85131, 0.87475]"
1.52,30.74,5.631,8,"[0.46855, 0.4756, 0.5161, 0.57797]","[0.87435, 0.93616, 0.95668, 0.96663]"
5.521,12.71,19.716,9,"[1.0679, 0.98439, 1.0632, 1.1672]","[0.46781, 0.68796, 0.76229, 0.80009]"
13.634,24.39,8.287,12,"[4.0912, 3.832, 3.2126, 3.0909]","[6.4846e-08, 0.18822, 0.37017, 0.46169]"
9.825,38.97,9.813,6,"[1.1574, 1.0338, 1.134, 1.2704]","[0.039666, 0.41788, 0.54736, 0.61284]"
8.004,32.4,19.123,18,"[7.4182, 7.1151, 6.9027, 7.1737]","[0.20727, 0.52158, 0.6264, 0.67887]"
13.499,15.43,13.086,13,"[4.6236, 4.3947, 3.6482, 3.462]","[1.0094e-07, 0.19538, 0.37557, 0.46629]"
1.98,24.83,15.339,18,"[1.8276, 1.8998, 2.1156, 2.3482]","[0.81144, 0.89012, 0.9169, 0.93064]"
14.493,22.44,19.306,5,"[0.96843, 1.1012, 1.1663, 1.2893]","[2.8274e-09, 0.13286, 0.32235, 0.41797]"
4.623,31.81,13.933,13,"[2.2603, 2.0559, 2.2482, 2.5074]","[0.54718, 0.72921, 0.79028, 0.82111]"
15.915,22.58,12.202,19,"[6.6053, 8.29825, 10.0839, 10.6059]","[2.95131e-11, 0.0494461, 0.253617, 0.358665]"
16.875,11.16,14.254,17,"[6.1809, 7.5591, 8.3513, 8.2255]","[1.6715e-12, 0.013859, 0.2095, 0.32146]"
5.729,15.65,19.747,7,"[0.79585, 0.80156, 0.89379, 0.99815]","[0.44729, 0.67451, 0.75163, 0.79107]"
19.091,37.21,5.993,13,"[4.9974, 6.0961, 6.6366, 6.5193]","[3.8376e-15, 0.00013405, 0.10659, 0.23273]"
7.644,12.43,13.142,15,"[4.2985, 2.6181, 2.4037, 2.4497]","[0.24646, 0.55232, 0.65529, 0.70709]"
13.36,13.96,11.523,7,"[1.1278, 1.0346, 0.97661, 1.011]","[3.2758e-07, 0.22299, 0.40355, 0.49451]"
19.311,8.51,7.908,19,"[6.50206, 7.92003, 9.69254, 10.9646]","[2.012e-15, 7.40714e-05, 0.0936595, 0.220052]"
0.645,27.22,6.818,9,"[0.46842, 0.59593, 0.76941, 0.95249]","[0.95399, 0.97689, 0.98403, 0.98751]"
17.172,16.55,16.285,12,"[4.3016, 5.2149, 4.8087, 4.5499]","[7.8026e-13, 0.0089082, 0.19939, 0.31376]"
17.303,31.26,13.042,14,"[5.7024, 6.9529, 7.5533, 7.6462]","[4.9129e-13, 0.0065032, 0.18964, 0.30383]"
3.042,7.56,8.863,11,"[0.90219, 0.89436, 0.95567, 1.024]","[0.71671, 0.83927, 0.88137, 0.9032]"
19.471,7.93,13.531,16,"[5.8443, 7.1229, 8.2035, 8.3716]","[1.3813e-15, 5.3096e-05, 0.087607, 0.21565]"
9.153,17.59,11.775,6,"[0.74313, 0.62604, 0.65796, 0.71183]","[0.11599, 0.48315, 0.60718, 0.67025]"
3.103,30.79,11.333,16,"[1.9972, 1.9011, 2.0807, 2.3047]","[0.70023, 0.82338, 0.86488, 0.88594]"
18.977,33.61,6.261,19,"[6.6028, 8.04307, 10.061, 11.7348]","[4.77981e-15, 0.000159762, 0.108925, 0.23323]"
19.945,19.38,18.111,10,"[3.43, 4.1933, 4.5693, 4.4309]","[4.6058e-16, 2.0448e-05, 0.069976, 0.20016]"
14.784,27.22,19.679,8,"[2.6475, 2.8892, 2.8002, 2.9469]","[1.1521e-09, 0.11541, 0.30811, 0.40476]"
5.267,9.19,13.648,10,"[1.0878, 0.95157, 0.99935, 1.0754]","[0.49557, 0.70753, 0.77921, 0.81572]"
5.74,5.46,11.876,10,"[1.1759, 0.99117, 1.0326, 1.1089]","[0.44783, 0.67887, 0.75684, 0.79647]"
19.717,28.68,7.748,18,"[6.47011, 7.88005, 9.59431, 11.0633]","[7.13208e-16, 2.90251e-05, 0.075353, 0.203468]"
1.052,10.35,7.728,16,"[1.0773, 1.1069, 1.1568, 1.2209]","[0.9081, 0.95102, 0.96599, 0.97368]"
8.508,7.99,14.216,19,"[6.8481, 5.0468, 4.2422, 4.0915]","[0.15765, 0.49518, 0.60938, 0.6669]"
5.242,30.84,16.688,9,"[1.5368, 1.5724, 1.7991, 2.0576]","[0.48348, 0.68838, 0.75751, 0.79258]"
4.692,12.89,11.073,6,"[0.43177, 0.42593, 0.44676, 0.46994]","[0.57019, 0.76104, 0.82738, 0.86209]"
7.878,14.64,8.883,7,"[0.79662, 0.665, 0.69028, 0.73885]","[0.24307, 0.56098, 0.66849, 0.72325]"
17.627,17.75,10.957,6,"[0.85409, 1.0646, 1.0146, 1.0331]","[4.6573e-13, 0.0071038, 0.20057, 0.31977]"
18.464,17.91,11.638,6,"[0.87738, 1.0988, 1.0929, 1.106]","[4.362e-14, 0.0012198, 0.15888, 0.2834]"
16.102,34.05,11.273,8,"[2.2373, 2.6083, 2.4022, 2.4535]","[2.0076e-11, 0.045174, 0.2516, 0.35783]"
15.051,12.38,9.66,13,"[4.4545, 4.8167, 3.9308, 3.6257]","[5.2175e-10, 0.10165, 0.30222, 0.40367]"
11.394,39.99,6.018,17,"[6.3613, 6.9376, 6.2188, 6.0112]","[0.00023593, 0.31889, 0.46974, 0.54554]"
8.275,13.49,10.455,17,"[5.8989, 3.7703, 3.2676, 3.2257]","[0.18171, 0.51132, 0.62264, 0.67866]"
17.141,18.51,16.145,5,"[0.73383, 0.91649, 0.92366, 0.98264]","[1.3378e-12, 0.014099, 0.21515, 0.32954]"
5.084,6.16,15.656,18,"[3.616, 2.4616, 2.4019, 2.5168]","[0.50206, 0.70612, 0.7747, 0.80924]"
7.255,22.37,8.802,11,"[2.0237, 1.4546, 1.4596, 1.5521]","[0.29075, 0.5814, 0.67897, 0.72815]"
6.539,5.67,18.22,13,"[2.4197, 1.6694, 1.6441, 1.7297]","[0.36071, 0.62358, 0.71193, 0.75647]"
6.272,27.29,15.301,19,"[6.547, 4.7237, 4.5089, 4.6937]","[0.38025, 0.6282, 0.71115, 0.75275]"
12.431,26.12,10.548,8,"[1.8249, 1.5511, 1.4864, 1.5565]","[6.6301e-06, 0.26766, 0.43311, 0.51624]"
3.356,26.47,15.585,6,"[0.57739, 0.67122, 0.77053, 0.8619]","[0.6801, 0.81467, 0.86208, 0.88727]"
2.417,31.08,12.588,9,"[0.81766, 0.92063, 1.0379, 1.147]","[0.77279, 0.86955, 0.90337, 0.92122]"
7.751,37.4,14.569,8,"[1.8576, 1.7041, 1.8904, 2.1341]","[0.23365, 0.53579, 0.63719, 0.6884]"
6.609,34.19,14.985,9,"[1.8665, 1.736, 1.929, 2.1767]","[0.34814, 0.60643, 0.69315, 0.73695]"
19.278,22.29,19.577,6,"[1.4219, 1.7578, 1.909, 1.9858]","[2.1775e-15, 9.3214e-05, 0.099855, 0.22583]"
1.739,25.95,14.757,7,"[0.52075, 0.5705, 0.62573, 0.6938]","[0.84625, 0.91796, 0.94321, 0.956]"
15.995,30.28,7.547,7,"[1.3557, 1.5648, 1.4339, 1.4683]","[3.832e-11, 0.057107, 0.26686, 0.37385]"
1.272,5.21,17.051,19,"[1.4202, 1.467, 1.5611, 1.6533]","[0.88443, 0.93582, 0.95371, 0.96308]"
11.778,7.14,14.433,19,"[6.5373, 7.6126, 6.6376, 6.1438]","[5.3984e-05, 0.29543, 0.45196, 0.53099]"
10.678,20.57,10.164,15,"[5.6198, 4.3729, 3.7087, 3.5954]","[0.0033708, 0.36528, 0.50801, 0.5798]"
10.86,19.92,10.155,10,"[2.7211, 1.8086, 1.6756, 1.7203]","[0.0021757, 0.36277, 0.50857, 0.58188]"
16.701,39.13,6.004,9,"[2.5674, 3.0659, 2.7186, 2.6779]","[3.4801e-12, 0.021455, 0.22534, 0.33634]"
4.156,26.97,11.776,13,"[1.7062, 1.5585, 1.6853, 1.8566]","[0.59759, 0.76279, 0.8184, 0.84657]"
0.186,29.2,18.045,17,"[1.1426, 1.7662, 2.4302, 3.1005]","[0.98737, 0.99349, 0.99546, 0.99643]"
11.59,5.96,13.519,14,"[5.0135, 3.8648, 3.1854, 3.0443]","[0.00011993, 0.31177, 0.46745, 0.54589]"
11.462,33.82,11.043,10,"[3.3351, 2.631, 2.4998, 2.6052]","[0.0002084, 0.31894, 0.47014, 0.54598]"
17.99,22.06,13.158,16,"[6.1111, 7.4515, 8.6231, 8.932]","[7.0024e-14, 0.0015375, 0.15652, 0.27531]"
4.58,25.84,18.225,8,"[1.1092, 1.2134, 1.4112, 1.6221]","[0.55072, 0.73043, 0.7915, 0.82271]"
5.052,15.3,10.797,5,"[0.33763, 0.33308, 0.34662, 0.36232]","[0.54205, 0.74857, 0.82073, 0.85851]"
17.563,31.67,17.402,14,"[5.9271, 7.2303, 8.2967, 8.7578]","[2.3101e-13, 0.0038339, 0.17664, 0.29212]"
7.818,15.26,5.536,9,"[1.3349, 0.99701, 1.0082, 1.0713]","[0.24058, 0.5556, 0.66163, 0.71527]"
8.718,7.29,5.343,18,"[6.4985, 4.6027, 3.8823, 3.7598]","[0.13706, 0.48319, 0.6003, 0.65928]"
0.794,29.59,14.943,7,"[0.4533, 0.58092, 0.74928, 0.92696]","[0.9388, 0.96901, 0.97856, 0.98321]"
12.262,12.59,16.958,19,"[6.5805, 8.197, 7.6314, 7.2129]","[8.5359e-06, 0.26572, 0.428, 0.50981]"
15.04,26.35,6.451,13,"[4.6712, 5.1429, 4.3529, 4.0792]","[5.2893e-10, 0.1016, 0.30121, 0.40197]"
13.937,15.47,16.883,6,"[0.95851, 0.98189, 0.97206, 1.0338]","[3.8191e-08, 0.18332, 0.3692, 0.4628]"
16.483,23.83,5.855,12,"[3.9851, 4.7183, 3.9935, 3.7022]","[6.1605e-12, 0.027582, 0.23422, 0.34485]"
8.044,35.76,16.232,9,"[2.4942, 2.1589, 2.3421, 2.6158]","[0.20443, 0.51802, 0.62295, 0.67581]"
4.588,5.43,18.894,11,"[1.1569, 1.0338, 1.0911, 1.1761]","[0.56164, 0.74615, 0.8086, 0.84044]"
1.03,36.22,6.434,9,"[0.5195, 0.55184, 0.6384, 0.74724]","[0.91811, 0.95902, 0.97209, 0.97837]"
4.331,13.39,15.429,16,"[2.3326, 1.8561, 1.9111, 2.051]","[0.57956, 0.75322, 0.81159, 0.84108]"
7.335,10.81,5.234,5,"[0.40215, 0.3753, 0.39265, 0.41556]","[0.31381, 0.61188, 0.71445, 0.76771]"
4.926,35.09,19.108,18,"[5.7957, 4.8905, 5.1602, 5.6736]","[0.51307, 0.7056, 0.76983, 0.80209]"
2.782,31.95,15.841,19,"[2.9796, 2.892, 3.2236, 3.6268]","[0.72814, 0.83755, 0.87433, 0.89293]"
2.54,14.36,10.841,8,"[0.53266, 0.53969, 0.56244, 0.58903]","[0.77434, 0.87805, 0.91434, 0.9332]"
4.901,39.05,6.045,9,"[1.0409, 1.0157, 1.119, 1.2417]","[0.52772, 0.7224, 0.78827, 0.82184]"
3.868,27.05,14.933,14,"[2.0439, 1.914, 2.1007, 2.34]","[0.62339, 0.77624, 0.82763, 0.85363]"
16.213,27.0,10.654,17,"[6.3394, 7.8287, 8.8869, 9.0261]","[1.1982e-11, 0.035833, 0.24032, 0.34752]"
7.791,27.88,14.205,7,"[1.1648, 1.0754, 1.1871, 1.331]","[0.23605, 0.54253, 0.64564, 0.69784]"
9.655,29.7,11.53,11,"[3.5776, 2.4223, 2.333, 2.447]","[0.050997, 0.42901, 0.5569, 0.62109]"
16.932,35.21,11.398,16,"[6.2768, 7.6873, 9.0296, 9.5036]","[1.4047e-12, 0.012541, 0.20615, 0.31774]"
12.657,21.16,6.058,14,"[5.0763, 4.5546, 3.7468, 3.5378]","[2.1032e-06, 0.24597, 0.41527, 0.50058]"
1.508,31.02,15.512,12,"[1.1408, 1.3283, 1.5121, 1.6765]","[0.85811, 0.91865, 0.94003, 0.95141]"
1.427,27.9,11.516,5,"[0.27305, 0.32671, 0.41011, 0.50102]","[0.89053, 0.94503, 0.96215, 0.97044]"
17.748,28.9,17.415,9,"[3.2139, 3.9242, 3.8753, 3.9043]","[1.4473e-13, 0.0028382, 0.1704, 0.28689]"
13.195,32.91,6.587,6,"[0.96851, 0.94785, 0.95312, 1.0209]","[5.1884e-07, 0.22778, 0.40367, 0.49229]"
16.919,6.56,13.12,16,"[5.8412, 7.1176, 7.323, 6.9424]","[1.4972e-12, 0.013038, 0.20843, 0.32112]"
7.465,21.07,19.907,6,"[0.94339, 0.95854, 1.0941, 1.2485]","[0.2653, 0.55774, 0.65666, 0.70697]"
19.79,23.13,11.453,14,"[5.3847, 6.5647, 7.4733, 7.5674]","[6.2631e-16, 2.6082e-05, 0.07392, 0.2033]"
17.259,21.17,11.713,17,"[6.2848, 7.6796, 8.9327, 9.1847]","[5.4494e-13, 0.0069183, 0.19084, 0.30492]"
19.181,28.97,6.688,12,"[4.2115, 5.1434, 5.3727, 5.0675]","[3.2117e-15, 0.00011541, 0.10421, 0.23154]"
9.533,29.12,19.136,7,"[1.8721, 1.6615, 1.8259, 2.054]","[0.058844, 0.42675, 0.55107, 0.61381]"
0.729,19.17,7.553,5,"[0.26785, 0.41978, 0.58039, 0.74224]","[0.95194, 0.9752, 0.98269, 0.98639]"
15.629,17.52,9.311,11,"[3.2984, 3.6365, 2.9622, 2.7909]","[9.1045e-11, 0.070544, 0.27785, 0.38317]"
15.538,8.51,5.156,8,"[1.4659, 1.5849, 1.3574, 1.3412]","[1.8678e-10, 0.086368, 0.29578, 0.40166]"
6.8,20.5,17.248,7,"[0.9585, 0.92377, 1.026, 1.1496]","[0.33764, 0.60621, 0.69686, 0.74292]"
7.074,27.2,15.637,5,"[0.66322, 0.7209, 0.837, 0.96061]","[0.30509, 0.5832, 0.6781, 0.7268]"
16.071,12.39,16.246,12,"[4.0568, 4.7061, 3.9676, 3.7077]","[2.129e-11, 0.045263, 0.25352, 0.36126]"
3.387,34.34,16.775,12,"[1.9112, 2.0752, 2.4176, 2.7884]","[0.66626, 0.79865, 0.84345, 0.86624]"
15.295,32.3,5.851,5,"[0.65388, 0.75236, 0.75416, 0.80643]","[5.0803e-10, 0.10676, 0.31088, 0.41399]"
17.404,30.65,7.314,19,"[6.59916, 8.06853, 10.2043, 11.2795]","[3.54062e-13, 0.00514316, 0.183065, 0.297627]"
13.174,23.23,8.629,5,"[0.60371, 0.61015, 0.62494, 0.67166]","[8.9741e-07, 0.2418, 0.41934, 0.50921]"
12.854,33.74,6.524,5,"[0.68107, 0.6907, 0.72294, 0.78821]","[2.0729e-06, 0.25187, 0.42347, 0.51025]"
1.639,23.06,18.869,15,"[1.4535, 1.6336, 1.8569, 2.0723]","[0.84485, 0.91005, 0.93261, 0.94438]"
10.141,20.58,17.103,11,"[3.7593, 2.5945, 2.4705, 2.5762]","[0.018373, 0.39924, 0.53346, 0.60082]"
9.726,6.89,10.737,10,"[2.3623, 1.4479, 1.3681, 1.4137]","[0.049074, 0.43539, 0.56696, 0.63324]"
11.579,12.4,13.742,12,"[3.9215, 2.7986, 2.4018, 2.3651]","[0.0001347, 0.31526, 0.47087, 0.54915]"
2.915,16.3,7.513,16,"[1.6002, 1.4875, 1.5852, 1.7148]","[0.72272, 0.83973, 0.87938, 0.89963]"
2.083,37.27,8.642,8,"[0.63182, 0.69684, 0.76059, 0.82057]","[0.81028, 0.89494, 0.92503, 0.94095]"
8.671,15.6,15.236,12,"[3.3234, 2.1058, 1.9976, 2.0736]","[0.14583, 0.49185, 0.608, 0.66639]"
2.722,25.58,13.84,15,"[1.6272, 1.6354, 1.8095, 2.0075]","[0.73922, 0.84736, 0.884, 0.90271]"
11.553,36.89,16.254,18,"[6.6693, 8.9994, 9.34, 9.5691]","[0.0001269, 0.30776, 0.45941, 0.53538]"
12.765,36.84,9.104,15,"[5.9292, 6.4826, 5.9335, 5.7937]","[1.3382e-06, 0.23648, 0.40506, 0.48969]"
16.599,30.03,10.249,8,"[2.0086, 2.394, 2.161, 2.172]","[4.9675e-12, 0.025804, 0.23168, 0.34192]"
1.764,9.89,14.547,13,"[0.93763, 0.96333, 1.0179, 1.0724]","[0.84072, 0.91223, 0.93719, 0.95026]"
15.691,19.08,7.566,18,"[6.3901, 7.9497, 8.6575, 8.4696]","[5.9974e-11, 0.061394, 0.26524, 0.36941]"
11.247,10.89,14.385,7,"[1.1246, 0.86989, 0.85775, 0.90368]","[0.00083102, 0.35325, 0.50553, 0.58242]"
16.03,23.9,10.861,5,"[0.67252, 0.80595, 0.80222, 0.85527]","[4.6482e-11, 0.062567, 0.27378, 0.38151]"
4.921,27.58,14.176,16,"[3.3589, 2.65, 2.7508, 2.988]","[0.51709, 0.71193, 0.77714, 0.80995]"
6.81,7.65,13.5,18,"[5.4061, 3.3125, 2.9933, 3.0236]","[0.32809, 0.60034, 0.6921, 0.73826]"
17.27,30.81,8.036,17,"[6.3259, 7.7313, 9.1169, 9.5021]","[5.268e-13, 0.0067633, 0.19018, 0.3042]"
17.316,35.08,18.863,17,"[6.59132, 8.06513, 10.4055, 11.9806]","[4.55335e-13, 0.00612758, 0.187122, 0.300715]"
15.215,29.87,5.786,16,"[6.0094, 7.274, 7.112, 6.7785]","[2.7765e-10, 0.088879, 0.28902, 0.39028]"
17.325,36.12,14.617,9,"[3.2572, 3.9634, 3.8561, 3.9055]","[4.7523e-13, 0.006617, 0.18997, 0.30359]"
5.934,21.22,10.323,9,"[1.0676, 0.94117, 0.9992, 1.0857]","[0.42846, 0.66609, 0.74629, 0.78705]"
12.443,33.76,14.885,15,"[6.114, 6.992, 6.7228, 6.7443]","[4.397e-06, 0.25519, 0.41881, 0.50079]"
16.782,21.16,5.636,16,"[5.8991, 7.1919, 7.4623, 7.1387]","[2.2311e-12, 0.016321, 0.21473, 0.32638]"
10.512,23.3,9.129,12,"[4.0375, 2.6301, 2.3544, 2.3733]","[0.0063011, 0.37934, 0.5201, 0.59083]"
14.494,20.17,19.537,8,"[2.2591, 2.3601, 2.2313, 2.323]","[3.4657e-09, 0.13629, 0.32674, 0.42226]"
7.616,9.94,8.546,14,"[3.6166, 2.2164, 2.0678, 2.1233]","[0.25048, 0.55591, 0.65871, 0.71044]"
17.146,6.57,5.55,18,"[6.3508, 7.7666, 9.0046, 9.1006]","[7.5239e-13, 0.0085292, 0.19614, 0.30968]"
19.367,25.76,5.043,18,"[6.4067, 7.80428, 9.46125, 10.5707]","[1.75019e-15, 6.54392e-05, 0.0912879, 0.218058]"
16.858,31.44,14.282,9,"[3.0221, 3.6427, 3.4031, 3.4207]","[1.9368e-12, 0.015678, 0.2136, 0.32456]"
15.541,19.3,19.76,15,"[6.006, 7.3464, 7.6742, 7.6725]","[9.7726e-11, 0.070099, 0.27273, 0.37539]"
19.284,26.0,8.599,6,"[0.95155, 1.1884, 1.2459, 1.2583]","[4.2219e-15, 0.00016871, 0.11561, 0.24468]"
6.41,36.93,5.514,17,"[4.8662, 3.2183, 3.0615, 3.1808]","[0.36815, 0.6233, 0.70889, 0.75188]"
16.604,17.74,19.978,12,"[4.6692, 5.6187, 5.3251, 5.194]","[3.9675e-12, 0.022286, 0.22465, 0.33452]"
2.766,12.6,14.625,12,"[0.98737, 0.98311, 1.0524, 1.1288]","[0.74245, 0.85382, 0.89208, 0.91191]"
4.075,17.1,18.345,17,"[2.7877, 2.2941, 2.4051, 2.6157]","[0.60262, 0.76475, 0.81913, 0.84655]"
3.792,27.87,6.684,17,"[2.3189, 1.9243, 2.0064, 2.1654]","[0.63279, 0.78466, 0.83573, 0.86155]"
8.596,35.9,18.078,8,"[2.3308, 2.0974, 2.3121, 2.6055]","[0.14787, 0.48158, 0.5934, 0.64981]"
13.967,6.87,5.049,8,"[1.473, 1.3689, 1.2203, 1.2294]","[3.3588e-08, 0.18241, 0.37159, 0.46684]"
5.228,10.16,13.791,8,"[0.72792, 0.67987, 0.72044, 0.77336]","[0.50593, 0.71674, 0.7886, 0.82556]"
5.745,17.71,6.37,10,"[1.1775, 0.99225, 1.0337, 1.1101]","[0.44731, 0.67854, 0.75658, 0.79623]"
1.442,9.37,10.24,10,"[0.62333, 0.63132, 0.66362, 0.71667]","[0.87725, 0.93624, 0.95645, 0.96651]"
4.433,21.29,18.269,13,"[2.0295, 1.8524, 2.0202, 2.2454]","[0.56742, 0.74253, 0.80135, 0.83107]"
14.706,31.83,8.51,5,"[0.72492, 0.81485, 0.8349, 0.90408]","[2.6627e-09, 0.13567, 0.33084, 0.42931]"
1.758,9.61,10.472,10,"[0.6556, 0.66758, 0.69555, 0.73291]","[0.84616, 0.91802, 0.94309, 0.95596]"
7.265,11.9,15.884,9,"[1.2775, 1.0105, 1.0418, 1.1185]","[0.29512, 0.58679, 0.68493, 0.7346]"
17.153,7.24,18.036,15,"[5.5187, 6.716, 6.7089, 6.309]","[7.718e-13, 0.0087262, 0.19804, 0.31238]"
19.703,27.91,15.593,7,"[1.8574, 2.2854, 2.4852, 2.5148]","[8.1235e-16, 3.6868e-05, 0.081678, 0.21017]"
18.453,34.11,12.718,5,"[0.98418, 1.2285, 1.3257, 1.4204]","[1.7683e-14, 0.0006052, 0.13776, 0.25891]"
4.724,10.21,12.626,10,"[0.99805, 0.90851, 0.96151, 1.0359]","[0.55028, 0.74038, 0.80485, 0.83781]"
15.011,35.94,13.189,17,"[6.4974, 8.2938, 9.5401, 9.9674]","[5.2446e-10, 0.099996, 0.29654, 0.39543]"
6.637,28.04,19.3,13,"[3.9195, 3.1758, 3.3253, 3.6431]","[0.34447, 0.60445, 0.69124, 0.73485]"
17.228,30.07,13.793,16,"[6.2786, 7.6746, 9.0949, 9.6476]","[5.9501e-13, 0.0073436, 0.19212, 0.30562]"
18.198,18.5,8.777,13,"[4.5809, 5.5895, 5.5012, 5.1042]","[4.3407e-14, 0.0010606, 0.15033, 0.27184]"
10.936,33.37,9.836,9,"[2.5567, 1.9115, 1.8709, 1.9805]","[0.0015876, 0.35329, 0.49794, 0.57058]"
7.79,19.35,14.583,11,"[2.4367, 1.7242, 1.7258, 1.8395]","[0.23521, 0.54553, 0.64951, 0.70183]"
16.45,32.74,13.599,8,"[2.3908, 2.8448, 2.661, 2.7252]","[6.5799e-12, 0.029078, 0.23327, 0.34143]"
17.102,38.04,14.344,16,"[6.39062, 7.82438, 9.5693, 10.4585]","[8.51008e-13, 0.00924388, 0.197721, 0.310134]"
3.419,30.91,15.391,15,"[2.2987, 2.2438, 2.5062, 2.8221]","[0.66598, 0.80047, 0.84571, 0.86861]"
4.147,20.87,12.7,13,"[1.5787, 1.4175, 1.5151, 1.654]","[0.60025, 0.76588, 0.8217, 0.85003]"
3.171,18.95,17.818,19,"[2.7113, 2.3922, 2.5598, 2.8082]","[0.69212, 0.81818, 0.86052, 0.88192]"
5.745,9.2,9.321,18,"[4.3037, 2.752, 2.6074, 2.6957]","[0.43533, 0.66566, 0.74314, 0.78212]"
5.405,21.23,16.152,9,"[1.1741, 1.1201, 1.2335, 1.3734]","[0.47568, 0.68976, 0.76196, 0.79862]"
16.761,28.2,16.178,5,"[0.99922, 1.2342, 1.2821, 1.3944]","[2.0567e-12, 0.01756, 0.21554, 0.32569]"
0.567,17.88,5.189,6,"[0.3397, 0.53608, 0.74262, 0.9506]","[0.96272, 0.98074, 0.98656, 0.98943]"
16.702,34.89,19.994,8,"[3.0454, 3.6761, 3.6601, 3.8403]","[2.5661e-12, 0.01835, 0.21548, 0.32412]"
19.518,6.66,16.004,15,"[5.4743, 6.6744, 7.5028, 7.3939]","[1.2512e-15, 4.8716e-05, 0.086163, 0.21479]"
1.344,24.79,15.598,8,"[0.56752, 0.61449, 0.68269, 0.77192]","[0.88422, 0.93958, 0.95857, 0.96795]"
8.234,15.03,11.901,9,"[1.4837, 1.0828, 1.0917, 1.1613]","[0.19741, 0.52827, 0.63949, 0.69566]"
1.914,24.26,6.987,6,"[0.32556, 0.33138, 0.36865, 0.4214]","[0.84504, 0.9222, 0.94723, 0.95926]"
16.795,33.32,17.582,12,"[5.1776, 6.2894, 6.5366, 6.6749]","[2.1534e-12, 0.016187, 0.21353, 0.32381]"
7.867,39.15,6.881,12,"[3.2189, 2.2477, 2.227, 2.3665]","[0.22517, 0.5372, 0.64161, 0.69407]"
12.364,24.59,14.975,14,"[5.5531, 5.5108, 4.9302, 4.8443]","[6.0795e-06, 0.26147, 0.42493, 0.50695]"
8.277,19.46,9.12,16,"[5.4222, 3.4119, 3.0199, 3.0188]","[0.18198, 0.51178, 0.62296, 0.67887]"
3.454,10.94,13.227,19,"[2.5326, 2.0723, 2.1445, 2.3027]","[0.66592, 0.80459, 0.85125, 0.87485]"
3.705,36.43,18.457,11,"[2.0579, 2.2873, 2.7018, 3.1469]","[0.63156, 0.77576, 0.82462, 0.84949]"
9.852,12.66,7.375,18,"[6.4671, 5.4874, 4.5405, 4.3022]","[0.033467, 0.41369, 0.54565, 0.61218]"
12.279,24.46,7.701,14,"[5.1873, 4.5898, 3.8497, 3.6821]","[8.5959e-06, 0.26849, 0.43235, 0.51481]"
11.828,36.37,12.335,5,"[0.94894, 0.97164, 1.0721, 1.2075]","[4.6465e-05, 0.29202, 0.44725, 0.52582]"
6.66,24.42,13.676,11,"[2.1041, 1.6638, 1.7336, 1.8851]","[0.34761, 0.61184, 0.70038, 0.74498]"
9.595,14.56,18.77,5,"[0.63531, 0.58432, 0.63697, 0.70497]","[0.070375, 0.44994, 0.5789, 0.6446]"
11.983,13.41,19.975,6,"[0.9914, 0.905, 0.93334, 1.0114]","[4.4678e-05, 0.29984, 0.45939, 0.53986]"
4.418,23.81,7.239,8,"[0.68212, 0.66932, 0.71718, 0.77192]","[0.58563, 0.76352, 0.82451, 0.85606]"
11.201,21.68,16.382,7,"[1.5176, 1.2752, 1.314, 1.4271]","[0.00066507, 0.33916, 0.48713, 0.56162]"
13.384,30.69,7.558,19,"[6.607, 8.6347, 8.8985, 8.6823]","[1.3619e-07, 0.19764, 0.37401, 0.46285]"
8.954,21.43,7.883,15,"[5.214, 3.2935, 2.8973, 2.8875]","[0.11499, 0.47139, 0.59162, 0.65208]"
8.786,30.89,16.184,12,"[4.3553, 3.2809, 3.2634, 3.4809]","[0.13145, 0.47668, 0.59186, 0.64964]"
16.166,6.83,5.03,12,"[3.8027, 4.4014, 3.5805, 3.2874]","[1.6486e-11, 0.041415, 0.25078, 0.35987]"
11.75,12.87,11.735,17,"[6.1819, 6.2249, 5.2129, 4.8601]","[6.1126e-05, 0.29839, 0.45506, 0.53409]"
1.664,20.12,18.283,9,"[0.69753, 0.76646, 0.83228, 0.89929]","[0.85015, 0.91807, 0.94222, 0.95486]"
7.767,37.19,16.17,9,"[2.4549, 2.1729, 2.377, 2.6663]","[0.23144, 0.5339, 0.63518, 0.68622]"
9.821,9.3,14.006,18,"[6.4757, 5.488, 4.5487, 4.3151]","[0.035631, 0.41554, 0.54707, 0.61336]"
9.526,12.25,11.261,9,"[1.7883, 1.1708, 1.1395, 1.193]","[0.069163, 0.4507, 0.57963, 0.64465]"
